"Broker","Seniority","Policies_in_force","Lapse","Payment","Premium","Cost_claims_year","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","Power","Cylinder_capacity","Value_vehicle","N_doors","Diesel","Length","Weight","Premium_class","age","Licence_time"
"0","1+","1","0",0,18345,238.32,1,1,"passenger cars",0,0,82,1242,15225,"5",0,3.969,980,"300-450","young adult","young driver"
"0","1+","2","0",0,2974,882,1,4,"passenger cars",0,0,90,1997,18340,"5",1,4.202,1243,"150-300","young adult","young driver"
"0","1","1","0",0,9050,56.85,1,1,"passenger cars",0,0,90,1598,16930.5,"5",1,4.034,1095,"150-300","young adult","young driver"
"0","1+","1","0",0,19991,684.36,2,6,"passenger cars",0,0,75,1587,11689.69,"3",0,3.735,920,"450-600","young adult","young driver"
"1","1","1","0",1,22606,1764,1,1,"passenger cars",0,0,110,1461,23190,"5",1,4.359,1205,"600+","young adult","young driver"
"0","1","1","1",1,21717,115.29,2,2,"passenger cars",0,0,75,1974,13450.65,"5",1,4.12,1225,"600+","young adult","young driver"
"0","1+","1","0",0,16885,882,1,3,"passenger cars",0,0,65,1461,11591.72,"3",1,3.71,975,"300-450","young adult","young driver"
"0","1+","4","0",0,10014,253.76,2,5,"passenger cars",0,1,120,1910,24720,"5",1,4.467,1553,"150-300","70+","senior driver"
"0","1+","1","0",1,8167,399.08,1,3,"passenger cars",0,0,70,1398,14420,"5",1,3.85,1022,"150-300","senior","senior driver"
"0","1","1","0",0,3366,119.91,1,1,"passenger cars",0,0,25,767,570.96,"2",0,3.322,600,"150-300","senior","senior driver"
"0","1+","4","0",0,538,620.96,3,7,"passenger cars",0,1,85,1461,24400,"6",1,4.33,1418,"0-150","senior","senior driver"
"0","1+","1","0",0,9220,494.67,2,5,"passenger cars",0,0,130,1984,27330,"4",0,4.547,1310,"150-300","senior","senior driver"
"1","1","2","0",0,4134,315.17,1,1,"passenger cars",0,1,60,1390,10559.78,"5",0,3.743,985,"150-300","senior","senior driver"
"0","1","1","0",1,17345,933.78,1,5,"passenger cars",0,1,140,1991,24285,"5",1,4.35,1687,"300-450","senior","senior driver"
"0","1+","2","0",0,3355,136.42,2,4,"passenger cars",0,0,75,1868,13858.14,"3",0,4.03,1175,"150-300","senior","senior driver"
"0","1+","1","0",0,17387,1655.6,1,4,"passenger cars",0,0,80,1198,16425,"5",0,4.1,1040,"300-450","senior","experienced driver"
"0","1+","2","1",0,22558,882,1,6,"passenger cars",0,0,175,1995,35000,"5",1,4.52,1580,"600+","senior","experienced driver"
"0","1+","3","0",1,16311,154.43,1,13,"passenger cars",0,1,95,1390,9824.51,"2",0,3.815,1020,"300-450","adult","experienced driver"
"0","1+","3","0",1,21401,1239.65,2,7,"passenger cars",1,1,88,1896,12706,"4",1,3.953,1125,"450-600","70+","senior driver"
"0","1+","3","1+",1,5277,51.95,4,7,"passenger cars",0,1,90,1360,11910,"5",1,3.835,950,"150-300","70+","senior driver"
"0","1+","2","0",0,7385,119.06,2,2,"passenger cars",1,0,90,1997,18943,"5",1,4.276,1300,"150-300","senior","senior driver"
"0","1+","4","0",0,8628,108.9,1,2,"passenger cars",0,1,150,2494,30272.98,"2",0,4.433,1375,"150-300","senior","senior driver"
"0","1","1","0",0,8587,77.98,1,1,"passenger cars",0,0,115,1796,26100,"4",0,4.471,1385,"150-300","70+","senior driver"
"0","1","1","0",0,7795,150.25,1,1,"passenger cars",0,0,105,1896,23085,"5",1,4.204,1301,"150-300","senior","senior driver"
"1","1+","5","0",1,9955,198.56,3,6,"vans",0,0,82,2148,22886.8,"5",1,4.889,1825,"150-300","adult","experienced driver"
"0","1+","7","1",0,19777,480.45,1,9,"vans",0,0,90,2198,36950,"5",1,5.362,1969,"450-600","senior","senior driver"
"0","1+","3","0",1,15458,903.78,2,5,"vans",1,1,150,2500,18229.59,"4",0,4.76,1710,"300-450","young adult","young driver"
"1","1+","1","0",1,13987,2834.98,3,5,"passenger cars",1,0,90,1975,18757.59,"4",1,4.52,1280,"300-450","senior","senior driver"
"1","1+","1","0",1,14854,882,1,10,"passenger cars",0,0,70,1398,15785,"5",1,3.85,947,"300-450","senior","senior driver"
"0","1","1","0",1,14008,701.82,1,1,"passenger cars",1,1,250,3996,69000,"5",1,4.638,2260,"300-450","senior","experienced driver"
"0","1+","2","0",0,7178,178.36,3,5,"passenger cars",0,0,177,2685,49888.96,"5",1,4.85,1755,"150-300","senior","experienced driver"
"1","1","1","0",0,18110,80.15,1,1,"passenger cars",0,1,85,1405,8883.04,"5",0,3.66,965,"300-450","senior","experienced driver"
"0","1+","3","0",0,7562,80.58,1,8,"passenger cars",1,0,90,2148,32800,"5",1,4.343,1430,"150-300","senior","experienced driver"
"0","1+","4","1+",0,5148,51.95,1,7,"passenger cars",0,0,90,1461,20217.34,"5",1,4.213,1388,"150-300","senior","senior driver"
"1","1","1","0",0,10465,128.54,1,3,"passenger cars",0,0,143,1796,30455.08,"3",0,4.343,1390,"150-300","senior","senior driver"
"0","1+","2","0",0,21552,99.32,1,6,"passenger cars",0,1,75,1896,21700,"3",0,4.149,1232,"450-600","senior","senior driver"
"0","1+","2","0",0,15854,550.95,1,1,"passenger cars",0,1,130,1199,22400,"5",0,4.253,1165,"300-450","senior","experienced driver"
"1","1","1","0",0,775,87.84,1,1,"motorbikes",0,0,15,125,3099,"0",0,4.596,188,"0-150","senior","senior driver"
"0","1","1","0",0,6407,84.33,1,1,"passenger cars",0,1,130,1870,22595,"5",1,4.209,1270,"150-300","senior","experienced driver"
"1","1","1","0",1,5571,165.63,2,2,"passenger cars",0,1,60,1769,8372.1,"5",1,3.705,880,"150-300","senior","experienced driver"
"1","1+","1","0",0,16759,882,1,1,"passenger cars",0,1,90,1560,22150,"5",1,4.276,1290,"300-450","senior","experienced driver"
"0","1+","2","0",0,21419,296.74,1,16,"vans",0,0,90,1995,25720.3,"5",1,4.782,1821,"450-600","senior","experienced driver"
"0","1+","1","0",0,5603,224.43,1,5,"vans",0,0,100,1560,24489.99,"5",1,4.38,1374,"150-300","adult","experienced driver"
"0","1+","3","0",0,15224,507.77,2,3,"passenger cars",0,1,130,1587,17820,"5",1,4.26,1200,"300-450","adult","experienced driver"
"0","1+","2","0",1,13066,66,1,1,"passenger cars",0,0,90,1870,24810,"5",1,4.493,1530,"300-450","adult","experienced driver"
"1","1","1","0",0,20703,221.22,2,2,"passenger cars",0,0,70,999,13550,"5",0,3.999,1052,"450-600","young adult",NA
"1","1","3","0",0,18079,882,3,3,"vans",0,0,90,2663,17520.75,"2",1,6.169,1475,"300-450","adult","experienced driver"
"1","1","3","0",0,13559,968.25,3,3,"vans",0,0,90,1997,17280,"2",1,4.137,1311,"300-450","adult","experienced driver"
"0","1+","2","0",1,7837,51.95,1,11,"passenger cars",0,1,105,1297,10313.37,"5",1,3.648,910,"150-300","adult","experienced driver"
"1","1+","2","0",1,14705,68.45,1,7,"vans",0,0,140,1686,16051,"5",1,4.322,1203,"300-450","adult","experienced driver"
"0","1+","4","0",0,807,155.85,4,5,"motorbikes",0,0,0,124,1899,"0",0,3.52,120,"0-150","70+","senior driver"
"0","1","1","0",0,6958,140.43,1,1,"vans",0,0,63,1952,15385.91,"6",1,4.61,1600,"150-300","70+","senior driver"
"0","1+","1","0",0,17027,54.02,1,10,"passenger cars",0,0,110,1997,23785,"5",1,4.618,1385,"300-450","70+","senior driver"
"0","1+","3","0",1,20063,71.22,1,23,"vans",0,0,110,1461,19966.21,"2",1,3.937,1295,"450-600","adult","experienced driver"
"0","1","1","0",0,7870,97.74,1,1,"vans",0,0,71,1905,13847.32,"3",1,4.11,1155,"150-300","adult","experienced driver"
"0","1+","1","0",0,13214,7846.23,2,10,"passenger cars",0,0,110,1896,21850,"5",1,4.149,1129,"300-450","senior","senior driver"
"0","1+","3","0",0,4407,135.87,1,6,"passenger cars",0,0,90,1364,13200,"5",1,3.75,980,"150-300","70+","senior driver"
"0","1+","3","0",0,13815,80.2,1,18,"vans",0,0,80,1588,4417.44,"5",1,4.57,1380,"300-450","senior","senior driver"
"0","1","1","0",1,5168,2311.04,2,2,"passenger cars",0,0,68,1399,16390,"5",1,4.018,1162,"150-300","adult","experienced driver"
"0","1","2","0",0,18167,200.56,1,1,"passenger cars",0,1,110,998,11630,"4",1,3.595,860,"300-450","senior","senior driver"
"0","1","2","0",0,3919,123.65,2,2,"passenger cars",0,1,60,1390,9420.24,"3",0,3.815,995,"150-300","senior","senior driver"
"0","1","1","0",0,15259,234.69,1,1,"passenger cars",0,0,90,898,20300,"5",0,4.122,1101,"300-450","senior","senior driver"
"0","1+","1","0",1,21720,444.51,2,6,"passenger cars",0,0,122,2148,28990,"3",1,4.343,1415,"600+","adult","experienced driver"
"0","1+","4","1",0,8375,239.68,1,19,"passenger cars",0,0,143,1598,17085,"3",0,4.42,1245,"150-300","young adult","young driver"
"0","1+","2","0",0,21935,150.25,1,9,"passenger cars",0,0,125,1968,61557.1,"3",1,4.892,2364,"600+","senior","senior driver"
"0","1+","1","0",0,16976,135.87,1,4,"passenger cars",0,0,124,1998,24800,"5",1,4.46,1465,"300-450","senior","senior driver"
"0","1+","3","1",0,8866,83.4,2,32,"vans",0,0,65,1461,15410,"5",1,4.035,1085,"150-300","senior","experienced driver"
"0","1+","3","0",0,11950,410.1,1,32,"vans",0,0,65,1461,20755,"5",1,4.597,1343,"300-450","senior","experienced driver"
"0","1+","2","1",0,1719,787.1,1,2,"motorbikes",1,0,6,49,1535,"0",0,3.65,78,"0-150","senior","senior driver"
"0","1+","2","0",0,6197,882,1,2,"passenger cars",0,0,75,1360,12110,"5",0,3.85,1005,"150-300","senior","experienced driver"
"0","1+","1","0",1,20720,73.97,1,4,"passenger cars",1,0,90,898,15975.61,"5",0,3.495,975,"450-600","senior","experienced driver"
"0","1+","2","0",1,21572,1778.04,3,22,"passenger cars",0,0,185,2902,34510,"5",1,4.81,2093,"450-600","senior","experienced driver"
"0","1+","3","1",1,12751,171.81,3,49,"passenger cars",0,0,163,2497,39600,"4",1,4.775,1595,"300-450","senior","experienced driver"
"0","1+","1","0",0,18230,1558.24,1,2,"passenger cars",0,1,86,1461,14500,"5",1,3.734,1061,"300-450","adult","experienced driver"
"0","1+","3","0",0,773,162.79,2,5,"passenger cars",0,0,105,1527,12025,"5",0,3.718,905,"0-150","senior","experienced driver"
"0","1+","2","1",0,14889,49.95,1,6,"passenger cars",0,0,61,1969,25849.99,"5",0,4.369,1423,"300-450","adult","experienced driver"
"0","1+","1","0",0,19414,137.56,1,8,"passenger cars",0,1,174,1995,30000,"5",1,4.52,1360,"450-600","adult","experienced driver"
"0","1","1","0",0,10561,71.22,1,9,"passenger cars",0,0,150,1995,31200,"4",1,4.471,1415,"150-300","adult","experienced driver"
"0","1+","4","1+",0,17248,554.2,3,6,"passenger cars",0,1,110,1997,24720,"5",1,4.274,1306,"300-450","adult","experienced driver"
"0","1+","2","1",0,5605,4123.78,1,2,"passenger cars",0,0,197,2295,34650,"3",0,4.343,1500,"150-300","adult","experienced driver"
"0","1+","3","0",0,5759,882,2,16,"passenger cars",0,0,80,1598,15540,"5",1,4.288,1205,"150-300","adult","experienced driver"
"1","1","1","0",1,13296,189.71,1,1,"passenger cars",0,0,110,1896,23439.47,"3",1,4.152,1255,"300-450","adult","experienced driver"
"1","1","2","0",1,11117,169.28,2,2,"passenger cars",1,0,60,1242,9676.29,"3",0,3.77,940,"150-300","adult","experienced driver"
"0","1+","2","0",0,3292,672.44,1,3,"passenger cars",0,0,114,1896,20750,"4",0,4.184,1301,"150-300","adult","experienced driver"
"1","1","1","0",0,7996,1430.46,1,1,"passenger cars",1,0,70,1248,14800,"5",1,3.839,1060,"150-300","adult","experienced driver"
"0","1+","2","1+",0,18420,726.53,2,15,"vans",1,0,110,2953,19436.59,"2",1,4.451,1535,"300-450","adult","experienced driver"
"0","1+","2","0",0,2621,389.34,1,11,"vans",1,0,75,1753,19100,"5",1,4.297,1521,"150-300","adult","experienced driver"
"0","1","1","0",0,19315,223.13,1,1,"vans",0,0,100,1998,21180,"5",1,4.834,1737,"450-600","young adult","young driver"
"0","1+","2","0",0,4194,56.85,1,13,"passenger cars",1,0,140,1968,30310,"4",1,4.765,1454,"150-300","adult","experienced driver"
"0","1+","1","0",0,18866,137.4,1,10,"passenger cars",1,0,110,1968,28090,"5",1,4.433,1543,"300-450","adult","experienced driver"
"1","1+","1","0",0,9697,56.18,1,6,"vans",1,0,100,1870,22810,"5",1,4.782,1678,"150-300","adult","experienced driver"
"0","1","2","0",1,11737,51.95,1,1,"passenger cars",0,0,130,1910,19295,"5",1,4.03,1205,"300-450","adult","experienced driver"
"0","1+","1","0",0,8148,447.64,1,8,"passenger cars",1,0,75,1499,17800,"5",1,3.969,1043,"150-300","adult","experienced driver"
"0","1","1","0",0,10584,91.48,1,1,"passenger cars",0,0,140,1968,22600,"5",1,4.315,1315,"150-300","adult","experienced driver"
"1","1","1","0",0,12278,882,1,1,"vans",0,0,109,2461,25674.28,"5",1,5.585,1877,"300-450","adult","experienced driver"
"0","1","1","0",0,20759,882,1,4,"vans",1,0,130,2287,34810.01,"5",1,6.363,2060,"450-600","adult","experienced driver"
"0","1+","1","0",1,20522,124.34,3,11,"passenger cars",1,0,105,1896,19889,"5",1,4.315,1290,"450-600","adult","experienced driver"
"0","1+","1","0",0,21806,2717.5,1,9,"passenger cars",1,0,95,1368,16980,"3",0,3.778,995,"600+","adult","experienced driver"
"0","1+","1","0",0,4972,215.15,1,4,"passenger cars",1,0,60,1124,11075,"5",0,3.718,825,"150-300","adult","experienced driver"
"0","1+","4","1",1,17198,433.53,2,8,"vans",0,0,90,2198,31215,"3",1,5.23,1847,"300-450","adult","experienced driver"
"0","1+","4","1",1,13711,1032.25,3,8,"vans",0,0,90,2799,24063.94,"3",1,5.584,2223,"300-450","adult","experienced driver"
"0","1+","2","1",0,11017,95.1,1,19,"passenger cars",1,0,110,1997,26800,"4",1,4.676,1580,"150-300","adult","experienced driver"
"0","1+","2","1",0,14629,56.85,1,1,"passenger cars",1,0,65,2685,45150,"5",1,4.638,1570,"300-450","adult","experienced driver"
"0","1+","2","0",0,2063,73.97,1,7,"motorbikes",1,0,15,125,3099,"0",0,2.09,188,"0-150","adult","experienced driver"
"0","1+","3","1",0,5026,882,1,2,"passenger cars",0,0,115,1896,21850,"5",1,4.149,1129,"150-300","adult","young driver"
"1","1","1","0",0,9566,91.48,1,1,"passenger cars",0,0,114,1560,26236.01,"5",1,4.38,1401,"150-300","adult","experienced driver"
"0","1","1","0",0,8177,257.95,3,3,"passenger cars",0,0,70,1398,16270,"5",1,3.85,1022,"150-300","adult","young driver"
"0","1","2","0",1,18443,56.85,1,2,"passenger cars",1,0,143,2148,29990,"3",1,4.343,1430,"300-450","adult","experienced driver"
"0","1+","1","0",0,5384,49.95,1,5,"vans",0,0,75,1686,16051,"5",1,4.322,1203,"150-300","adult","experienced driver"
"1","1","1","0",0,13599,108.07,2,2,"passenger cars",0,0,170,2686,40858.4,"4",1,4.526,1525,"300-450","adult","experienced driver"
"0","1+","1","0",0,7719,93.61,1,6,"vans",0,0,60,1868,12160,"3",1,3.995,945,"150-300","70+","senior driver"
"1","1","1","0",0,16924,54.89,1,1,"passenger cars",0,0,224,3199,51523.11,"4",0,4.818,1580,"300-450","70+","senior driver"
"0","1+","3","0",0,21849,6045.02,1,3,"passenger cars",0,0,105,1995,36100,"5",1,4.531,1430,"600+","70+","senior driver"
"1","1","1","0",1,14573,51.95,1,1,"passenger cars",0,1,90,1753,15109.44,"5",1,4.63,1413,"300-450","senior","senior driver"
"1","1+","3","0",0,8117,54.89,1,9,"passenger cars",1,0,60,1587,19760,"3",0,4.428,1360,"150-300","senior","senior driver"
"1","1+","1","0",1,21271,122.28,2,13,"passenger cars",0,0,102,1991,20140,"3",0,4.545,1481,"450-600","senior","senior driver"
"0","1+","2","0",0,14344,438.64,2,4,"vans",0,0,95,2953,22531.94,"5",1,5.35,1900,"300-450","senior","experienced driver"
"1","1","1","0",0,4906,89.73,1,1,"vans",1,0,64,1896,11839.94,"4",1,4.207,1135,"150-300","adult","experienced driver"
"1","1","1","0",0,15823,69.69,1,1,"passenger cars",0,1,105,1896,22595,"5",1,4.204,1287,"300-450","senior","senior driver"
"1","1+","2","0",0,22704,538.3,2,3,"passenger cars",0,1,65,1395,33467.77,"5",1,4.388,1460,"600+","senior","senior driver"
"0","1+","2","0",1,8591,882,1,3,"passenger cars",0,0,110,1686,20475,"5",1,4.419,1428,"150-300","adult","young driver"
"1","1+","2","1",0,11191,175.11,1,7,"vans",0,0,75,2370,19154.26,"5",1,5.107,1630,"150-300","adult","experienced driver"
"0","1+","5","0",0,10214,124.58,1,17,"passenger cars",0,0,110,2960,51363.7,"5",1,4.775,1560,"150-300","senior","experienced driver"
"1","1+","3","0",0,2562,79.24,1,3,"vans",0,0,90,1997,17240,"3",1,4.137,1206,"150-300","adult","experienced driver"
"0","1+","2","0",0,2626,177.76,1,5,"motorbikes",1,0,88,1731,13790,"0",0,2.695,310,"150-300","adult","experienced driver"
"1","1","1","0",0,10655,83.37,2,2,"passenger cars",0,0,163,1995,34500,"4",1,4.52,1430,"150-300","adult","experienced driver"
"0","1","1","0",1,21534,2364,1,1,"passenger cars",0,1,84,1248,16600,"5",0,4.065,1110,"450-600","young adult","young driver"
"0","1+","1","0",1,13039,141.49,1,3,"passenger cars",1,0,105,1896,25860,"3",1,4.214,1295,"300-450","young adult","experienced driver"
"0","1+","2","0",1,16527,57.89,1,10,"passenger cars",1,0,68,1399,13550,"5",1,3.916,1077,"300-450","adult","experienced driver"
"1","1+","2","0",0,16322,882,1,1,"passenger cars",1,0,150,1498,26476.59,"5",0,4.234,1330,"300-450","adult","experienced driver"
"1","1","1","0",0,13882,236.17,1,1,"passenger cars",0,0,75,1275,10926.4,"3",0,3.72,885,"300-450","adult","experienced driver"
"0","1","1","0",1,13155,67.11,1,3,"passenger cars",1,0,75,1360,12545,"5",0,3.85,1005,"300-450","young adult","experienced driver"
"0","1+","3","0",1,4044,84.64,1,7,"passenger cars",1,0,140,1968,24550,"5",1,4.467,1469,"150-300","adult","experienced driver"
"0","1","1","0",0,4886,667.83,1,1,"passenger cars",1,0,75,1360,12480,"3",0,3.835,950,"150-300","young adult",NA
"0","1","2","0",1,8519,150.25,1,1,"passenger cars",0,0,110,1587,15060,"5",0,3.822,1088,"150-300","young adult","experienced driver"
"0","1","2","0",1,11775,148.08,1,1,"vans",0,0,110,1867,17530,"5",0,4.522,1354,"300-450","young adult","experienced driver"
"0","1+","2","0",1,19742,585.55,1,8,"passenger cars",1,0,110,1896,19059.98,"5",1,4.395,1199,"450-600","young adult","young driver"
"0","1","1","0",0,2448,67.15,1,1,"passenger cars",0,0,115,1753,20180,"3",1,4.174,1204,"150-300","young adult","young driver"
"1","1+","3","1",1,12146,1003.63,3,3,"passenger cars",1,0,150,1995,25950,"4",1,4.239,1310,"300-450","young adult","experienced driver"
"0","1+","2","0",0,20314,741,1,2,"passenger cars",1,0,110,1395,21800,"5",1,4.282,1233,"450-600","young adult","experienced driver"
"0","1+","1","0",1,19264,2773.9,3,5,"passenger cars",1,0,60,1910,11945,"5",1,3.835,1035,"450-600","young adult","young driver"
"1","1+","3","0",1,18902,970,4,4,"passenger cars",1,0,105,1968,32640.06,"3",0,4.426,1543,"300-450","young adult","young driver"
"1","1","1","0",0,14855,140.51,2,2,"passenger cars",1,0,110,1896,17627.69,"5",1,4.184,1239,"300-450","young adult","young driver"
"1","1","1","0",0,10466,90.07,1,2,"passenger cars",0,0,75,1360,12450,"5",0,3.822,1025,"150-300","adult","experienced driver"
"0","1+","1","0",0,10187,943.78,1,5,"motorbikes",1,0,48,883,9642,"0",0,3.054,245,"150-300","young adult","young driver"
"0","1","1","0",1,21307,163.48,1,1,"vans",1,0,65,2068,15325.81,"5",1,4.54,1600,"450-600","young adult","young driver"
"0","1","1","1",1,20235,142.88,1,4,"passenger cars",1,0,75,1360,11560,"5",1,3.835,950,"450-600","young adult","young driver"
"0","1","1","0",0,22539,486.21,1,1,"passenger cars",1,0,84,1248,18315,"5",0,4.035,1055,"600+","young adult","young driver"
"1","1","1","0",0,21778,80.17,1,1,"passenger cars",0,1,110,1582,23775,"5",1,4.34,1263,"600+","senior","senior driver"
"1","1+","1","1",1,13110,882,1,2,"passenger cars",0,0,90,1997,17205,"5",1,4.188,1200,"300-450","senior","senior driver"
"0","1+","3","0",0,4214,137.91,1,2,"passenger cars",0,1,80,1461,16200,"5",1,3.792,1185,"150-300","senior","experienced driver"
"0","1","1","0",1,22645,1420.47,2,2,"passenger cars",1,0,105,1896,18444.93,"5",1,4.315,1250,"600+","young adult","young driver"
"0","1+","2","0",0,6700,155.48,1,13,"passenger cars",0,0,106,1587,14875.35,"4",0,4.53,1135,"150-300","70+","senior driver"
"0","1+","1","0",0,10946,226.43,1,1,"passenger cars",0,0,136,1997,26800,"4",1,4.676,1580,"150-300","70+","senior driver"
"0","1+","1","0",1,8757,221.24,1,2,"passenger cars",0,0,73,1360,13250,"5",0,3.941,1030,"150-300","70+","experienced driver"
"0","1+","1","0",0,9641,90.75,1,5,"passenger cars",1,0,109,2996,31183.51,"4",1,4.74,1390,"150-300","senior","experienced driver"
"1","1","1","0",1,22993,93.19,2,2,"vans",0,1,130,1995,34000,"5",1,4.972,1860,"600+","senior","senior driver"
"0","1+","1","0",0,14000,290.04,1,5,"passenger cars",0,0,100,1995,23239.54,"5",1,4.317,1428,"300-450","senior","senior driver"
"0","1+","1","0",0,10161,316.46,2,2,"passenger cars",0,1,150,1896,22265,"5",1,4.184,1301,"150-300","senior","senior driver"
"1","1+","2","0",0,9632,538.66,1,1,"passenger cars",0,1,133,2179,31240,"4",1,4.615,1410,"150-300","senior","senior driver"
"1","1+","1","0",0,6639,882,1,6,"passenger cars",0,0,90,1689,21915.91,"5",1,3.58,1095,"150-300","senior","experienced driver"
"1","1","1","0",1,19604,5024.99,2,2,"passenger cars",0,0,100,1896,15571,"5",1,3.953,1165,"450-600","adult","experienced driver"
"1","1+","1","0",0,9630,463.58,1,3,"passenger cars",0,0,92,1560,21271.22,"5",1,4.38,1407,"150-300","young adult","young driver"
"1","1+","4","0",0,12077,222.81,3,11,"vans",0,0,110,1995,26150,"5",1,4.782,1773,"300-450","young adult","experienced driver"
"1","1+","4","0",0,17598,346.44,2,11,"vans",0,0,110,1995,30190,"5",1,5.182,1902,"300-450","young adult","experienced driver"
"1","1","1","0",0,9142,378.82,1,1,"passenger cars",0,0,60,1124,8642.55,"3",0,3.678,815,"150-300","young adult",NA
"1","1+","2","0",0,12298,213.85,1,5,"vans",0,0,71,1868,13529,"4",1,4.108,1155,"300-450","senior","senior driver"
"1","1","1","0",0,5668,367.32,1,1,"passenger cars",0,0,100,1596,16385,"5",0,4.342,1264,"150-300","senior","senior driver"
"0","1+","6","0",0,4507,882,2,6,"passenger cars",0,1,68,1995,25950,"5",1,4.239,1310,"150-300","senior","senior driver"
"0","1+","6","0",0,15322,240.11,2,6,"passenger cars",0,0,68,1796,42136.23,"5",1,4.089,1315,"300-450","senior","senior driver"
"0","1","1","0",0,7144,302.83,1,1,"passenger cars",0,0,110,1896,19035,"4",1,4.439,1286,"150-300","senior","senior driver"
"1","1+","3","0",0,3666,305.27,1,3,"vans",0,0,109,2464,32187,"5",1,5.399,1918,"150-300","adult","experienced driver"
"1","1+","4","0",1,10266,784.95,2,10,"passenger cars",0,0,90,1461,26950,"5",1,4.406,1430,"150-300","adult","experienced driver"
"1","1+","1","0",1,7616,882,1,4,"passenger cars",0,0,125,1796,22230,"2",0,4.267,1195,"150-300","adult","experienced driver"
"1","1","2","0",0,8959,421.63,2,2,"vans",0,0,102,2461,19082.13,"2",1,4.835,1582,"150-300","senior","senior driver"
"1","1","1","0",0,6290,139.94,2,3,"passenger cars",0,0,68,1399,12710,"3",1,3.916,1063,"150-300","senior","experienced driver"
"1","1+","3","1",1,12297,194.03,1,4,"passenger cars",0,1,85,1896,24040.48,"5",1,4.152,1260,"300-450","senior","experienced driver"
"1","1+","5","0",1,9666,65.34,1,9,"vans",0,0,110,1868,12610,"5",1,3.995,945,"150-300","senior","experienced driver"
"1","1+","4","0",0,21892,2198.41,6,24,"passenger cars",1,0,129,1951,28451.91,"5",1,4.471,1450,"600+","adult","experienced driver"
"1","1+","2","0",0,5243,49.95,1,7,"passenger cars",0,0,59,999,7900,"5",0,3.495,830,"150-300","adult","experienced driver"
"0","1+","2","0",1,21464,228.54,6,15,"passenger cars",1,0,105,1560,22400,"5",1,4.38,1390,"450-600","adult","experienced driver"
"1","1+","2","0",1,3980,440.87,1,2,"passenger cars",1,0,85,1390,16520,"5",0,4.052,1000,"150-300","adult","experienced driver"
"0","1+","3","0",1,18481,193.21,4,28,"vans",1,0,100,1870,22810,"5",1,4.782,1678,"300-450","adult","experienced driver"
"0","1+","3","0",0,6373,882,4,28,"passenger cars",1,1,100,1398,16270,"5",1,3.85,1022,"150-300","adult","experienced driver"
"1","1+","2","0",0,3606,882,1,2,"passenger cars",0,1,190,1299,9290,"2",1,3.62,890,"150-300","adult","experienced driver"
"1","1","1","0",0,19714,882,1,1,"vans",1,0,75,2283,12549.13,"6",1,4.49,1445,"450-600","adult","experienced driver"
"1","1","2","0",0,1360,61.86,1,1,"motorbikes",1,0,15,125,3499,"0",0,4.596,189,"0-150","adult","experienced driver"
"1","1+","1","0",1,16349,188.02,1,6,"vans",0,0,100,1870,21909,"5",1,5.182,1728,"300-450","adult","experienced driver"
"1","1+","2","0",1,18440,241.37,1,21,"vans",1,0,127,2800,21080,"5",1,4.655,1785,"300-450","adult","experienced driver"
"1","1","1","0",1,19652,4870,2,2,"passenger cars",1,0,105,1598,20780,"5",1,4.263,1211,"450-600","young adult","young driver"
"0","1+","2","0",1,11049,882,6,6,"passenger cars",0,0,130,1896,17068.74,"2",1,4.02,1270,"150-300","adult","experienced driver"
"1","1+","1","0",0,5555,1104.2,1,1,"passenger cars",0,0,90,1753,17180,"5",1,4.174,1211,"150-300","adult","experienced driver"
"0","1","1","0",0,8766,68.83,1,1,"passenger cars",1,0,65,1870,12230,"5",1,3.71,995,"150-300","adult","experienced driver"
"0","1+","3","1+",1,20482,882,2,29,"passenger cars",1,0,82,1896,24268.87,"5",1,4.675,1370,"450-600","senior","experienced driver"
"1","1","3","0",1,13296,1024.03,2,2,"passenger cars",0,0,144,2902,27005,"5",1,4.925,2003,"300-450","senior","experienced driver"
"1","1+","1","0",1,12104,148.49,1,1,"passenger cars",0,0,60,1391,9264.96,"3",0,3.815,970,"300-450","young adult","young driver"
"1","1+","1","0",0,9528,101.45,1,1,"passenger cars",1,0,110,1560,16550,"5",1,3.822,1130,"150-300","adult","experienced driver"
"1","1+","4","0",0,9622,60.62,1,3,"passenger cars",0,0,136,2231,25200,"5",1,4.36,1485,"150-300","senior","senior driver"
"1","1+","6","1",1,11843,882,2,3,"vans",1,0,136,2496,16654.05,"4",1,4.616,1787,"300-450","adult","experienced driver"
"1","1","1","0",0,12818,2186.56,1,3,"passenger cars",0,0,130,1896,27450,"4",1,4.703,1387,"300-450","young adult","experienced driver"
"1","1+","1","0",0,8237,65.34,1,1,"passenger cars",0,0,125,999,19650,"5",0,4.358,1205,"150-300","adult","experienced driver"
"1","1","1","0",0,19538,540.29,3,3,"vans",0,0,115,1995,28175,"5",1,5.182,1810,"450-600","adult","experienced driver"
"1","1","1","0",0,4105,346.29,1,1,"passenger cars",0,0,130,1998,27090,"4",1,4.731,1430,"150-300","adult","experienced driver"
"0","1+","3","0",0,8499,195.86,1,7,"passenger cars",0,0,60,1598,23856.62,"4",1,4.397,1539,"150-300","senior","senior driver"
