"Premium","Cost_claims_year","Power","Cylinder_capacity","Value_vehicle","Length","Weight","Broker","newClient","Policies_in_force","Lapse","Payment","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","N_doors","Diesel"
281.98,53.19,140,1968,28090,4.199,1297,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
299.2,144.48,105,1598,24425,4.199,1239,"0","0","1","0","1","1","1","passenger cars","0","0","5","1"
136.38,1708,12,125,2689,3.689,166,"1","0","2","0","0","2","5+","motorbikes","0","0","0","0"
364.55,84.51,150,1910,23270,4.29,1330,"1","1","3","0","1","1","5+","passenger cars","0","0","3","1"
299.84,64.25,112,1991,24800,4.325,1610,"0","0","3","0","1","1","2 - 4","passenger cars","0","0","5","1"
277.72,882,115,1753,19670,4.174,1218,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
281.92,58.8,130,1896,25980,4.703,1375,"1","0","1","0","0","1","5+","passenger cars","0","0","4","1"
354.47,660.86,140,1968,28000,4.214,1370,"0","1","1","0","1","1","1","passenger cars","0","0","3","1"
168,1072.97,75,1905,15980.91,4.03,1210,"0","0","3","1","1","2","5+","passenger cars","0","0","5","1"
242.22,476.7,92,1560,18950,4.159,1160,"1","1","1","0","0","1","5+","passenger cars","0","0","5","1"
264.91,741,110,1560,27700,4.59,1539,"1","0","2","0","1","1","2 - 4","passenger cars","0","0","5","1"
256.15,64.25,85,1229,16030,3.999,1105,"1","0","3","0","1","1","1","passenger cars","0","0","5","0"
171.22,51.95,14,125,4599,4.596,165,"1","0","3","0","0","1","5+","motorbikes","0","0","0","0"
136.45,696.03,48,1108,3876.53,3.59,725,"1","1","3","0","0","1","1","passenger cars","0","0","3","0"
308.41,138.23,90,1781,13594.44,4.33,1065,"1","1","1","0","1","2","2 - 4","passenger cars","1","0","5","0"
305.21,4110.35,90,1461,19110,4.295,1215,"0","1","1","0","1","1","1","passenger cars","1","0","5","1"
396.89,67.11,90,1798,26190,4.476,1294,"1","0","2","0","1","1","1","passenger cars","0","0","5","0"
398.3,60.62,75,1199,11240,3.741,1040,"0","1","1","0","1","1","1","passenger cars","0","0","3","0"
257.98,996.51,105,1896,21530,4.204,1249,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
42.16,656.36,22,278,4152,2.09,161,"1","0","2","0","0","1","1","motorbikes","1","0","0","0"
440.14,1436.98,85,1197,21550,4.377,1350,"0","0","4","0","0","2","5+","passenger cars","1","0","5","1"
194.85,227.79,85,1560,20005.68,4.38,1360,"0","0","4","0","0","2","5+","passenger cars","1","0","5","1"
466.42,325.11,100,1596,16060,4.342,1242,"1","0","1","0","1","2","5+","passenger cars","0","1","3","0"
240.44,882,85,1461,15300,3.986,1090,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","3","1"
274.78,175.16,140,1968,26470,4.765,1454,"1","1","1","0","0","1","1","passenger cars","0","0","4","1"
260.49,1032.25,64,1896,12706,3.953,1125,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
362.98,73.63,122,2148,22562,4.66,1630,"1","0","1","0","0","1","1","vans","0","0","4","1"
262.46,210.04,110,1587,21700,4.26,1200,"1","0","2","1","0","2","2 - 4","passenger cars","0","0","5","0"
181.06,373.18,90,1197,16595,3.97,1027,"1","1","1","0","0","1","5+","passenger cars","0","0","5","0"
244.18,259.75,110,1587,21400,4.276,1268,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","0"
298.88,145.67,63,999,17530,4.157,1190,"1","0","3","0","0","1","5+","passenger cars","0","0","4","1"
449.79,970.14,130,1598,23520,4.562,1395,"0","0","4","1","1","4+","5+","passenger cars","0","0","4","1"
263.44,267.93,115,1753,19090,4.342,1406,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
617.62,1097.85,177,2685,49888.96,4.85,1755,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
304.87,140.14,136,1868,15275,4.108,1206,"1","0","1","0","1","1","5+","vans","0","0","4","1"
220.76,60.62,80,1388,14555,4.018,1069,"1","1","1","0","0","1","1","passenger cars","0","0","5","0"
280.84,56.12,100,1796,32102.58,4.448,1400,"1","0","2","0","0","1","1","passenger cars","0","0","3","0"
204.97,1176.52,163,1493,13582.87,4.394,1120,"1","0","3","0","0","3","2 - 4","passenger cars","0","0","5","1"
300.95,882,75,2499,20284.16,5.02,1975,"1","0","3","0","0","1","5+","vans","0","0","5","0"
211.7,882,75,1360,11910,3.835,950,"1","1","1","0","0","1","1","passenger cars","0","0","5","0"
216.65,337.39,110,1686,20455,4.419,1428,"1","0","3","0","0","2","5+","passenger cars","0","0","5","1"
427.73,49.95,195,1956,36160,4.913,1658,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
259.67,449.22,100,1910,23920,4.467,1553,"1","0","1","0","1","1","5+","passenger cars","0","0","5","1"
239.25,967.07,82,2148,22886.8,4.889,1825,"1","1","2","0","0","2","5+","vans","0","0","5","1"
210.22,67.11,90,1461,22200,4.567,1280,"1","1","2","0","0","1","1","passenger cars","0","0","5","1"
484.01,642.18,102,2148,26622,4.66,1730,"1","0","2","0","0","2","5+","vans","0","0","4","1"
59.1,51.95,115,1560,22450,4.358,1269,"1","0","4","0","0","1","1","passenger cars","0","0","5","1"
255.77,67.11,105,1870,19020,4.168,1290,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
289.58,292.11,68,1399,14785,3.916,1066,"1","0","1","0","0","1","2 - 4","passenger cars","0","1","5","1"
58.56,103.9,85,1229,12410,3.999,1055,"1","0","3","0","0","3","2 - 4","passenger cars","0","1","5","1"
388.15,51.95,98,1497,13633,4.197,1179,"0","0","2","0","0","1","5+","passenger cars","0","0","5","0"
315.43,60.62,115,1598,17595,4.498,1200,"1","1","1","0","0","1","1","passenger cars","0","1","4","0"
204.16,329.93,65,1461,17345,4.36,1213,"0","1","1","0","1","1","1","vans","0","0","5","1"
628.03,108.5,90,1197,18089.68,3.972,1107,"0","0","1","0","0","2","2 - 4","passenger cars","0","1","5","0"
435.19,882,142,1975,20877,4.35,1467,"0","0","1","0","1","1","5+","passenger cars","0","0","5","0"
306.93,68.79,90,1587,12537.11,4.18,1165,"0","0","1","0","0","1","5+","passenger cars","0","1","5","0"
83.8,223.21,71,1997,19230,4.137,1295,"1","0","3","0","0","2","5+","vans","0","0","4","1"
450.55,882,75,1360,14460,3.85,1014,"1","0","1","0","0","1","1","passenger cars","0","1","5","0"
462.93,59.71,105,1240,11850,3.719,957,"1","0","3","0","0","1","1","passenger cars","0","1","5","1"
442.06,145.17,90,1560,21070,4.428,1402,"0","0","2","0","0","1","2 - 4","passenger cars","0","1","5","1"
412.59,103.9,100,1596,17590,4.481,1174,"1","0","1","0","1","2","2 - 4","passenger cars","1","1","4","0"
802.52,312.78,110,1461,22790,4.135,1305,"0","1","2","0","1","3","2 - 4","passenger cars","0","0","5","1"
257.6,4062,100,1596,17480,4.174,1122,"1","1","1","0","0","1","1","passenger cars","0","0","5","0"
246.66,946.32,105,1598,22605,4.199,1239,"0","0","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
315.93,210.87,100,2283,16380,4.49,1505,"0","0","2","1","0","1","1","vans","0","0","5","0"
264.05,541.05,90,1753,18649.41,4.55,1340,"0","0","4","0","1","4+","5+","passenger cars","0","0","5","1"
258.05,595.55,105,1598,17035,4.439,1191,"0","1","1","0","1","1","1","passenger cars","0","0","4","0"
220.75,74.05,92,1896,25753.37,4.479,1350,"0","0","3","0","0","2","5+","passenger cars","0","0","5","1"
197.62,49.95,90,898,11480,4.069,1040,"0","0","1","0","0","1","5+","passenger cars","0","0","5","0"
293.62,166.9,130,1896,29010,4.547,1395,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","4","1"
224.67,99.99,109,1596,20541,4.567,1296,"0","0","2","0","0","1","1","passenger cars","0","0","5","0"
334.82,4083.7,100,1870,24620,5.182,1810,"1","1","1","0","1","1","1","vans","0","0","5","1"
255.21,882,95,1390,15415.96,4.436,1090,"1","1","1","0","1","1","1","passenger cars","0","0","4","0"
331.31,54.26,105,1896,19889,4.315,1290,"1","0","1","0","0","1","5+","passenger cars","0","1","5","1"
238.6,68.85,90,1560,19165,4.38,1410,"1","1","1","0","0","1","1","vans","0","0","5","1"
326.85,140.63,90,1997,21556,4.276,1300,"1","1","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
278.69,1176.19,110,1896,19035,4.439,1286,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","4","1"
537.98,1017.02,105,1395,33573.88,4.191,1280,"0","0","3","0","1","1","2 - 4","passenger cars","0","0","3","1"
232.89,882,150,1124,12361.4,3.666,956,"0","1","3","0","1","1","2 - 4","passenger cars","0","1","5","1"
230.92,55.17,150,1910,26900,4.489,1365,"0","0","2","1","1","3","2 - 4","passenger cars","0","0","3","1"
207.39,124.05,150,1686,20670,4.29,1285,"0","0","2","1","1","3","2 - 4","passenger cars","0","1","3","1"
204.2,173.01,14,998,23899,3.337,362,"0","0","2","0","0","1","1","motorbikes","0","0","0","0"
480.57,55.17,92,1560,18950,4.159,1160,"0","0","1","0","1","1","5+","passenger cars","0","0","5","1"
322.12,58.53,86,1953,18945.78,4.61,1560,"0","0","1","0","0","1","2 - 4","vans","0","0","2","1"
295.87,1911.07,150,1995,26000,4.263,1465,"0","0","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
367.58,56.85,90,1968,17410.65,4.405,1494,"0","0","2","0","0","1","1","passenger cars","0","0","5","0"
539.05,520.19,85,1229,15140,3.999,1085,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","0"
109.83,49.95,0,198,3575,3.65,157,"0","0","4","0","0","1","2 - 4","motorbikes","0","0","0","0"
260.1,315.55,105,1910,16870,4.159,1410,"0","0","1","0","1","2","2 - 4","vans","0","0","5","1"
304.87,112.43,100,2402,24660,5.651,1968,"0","0","4","0","0","1","2 - 4","vans","0","0","3","0"
351.02,569.35,120,1560,27429.99,4.38,1398,"0","0","2","0","0","1","2 - 4","vans","0","0","5","1"
259.86,59.71,105,1461,15800,3.715,1030,"0","0","4","0","0","2","5+","passenger cars","1","0","5","1"
207.56,66.06,70,1398,12440,3.822,1049,"0","1","1","0","0","1","1","passenger cars","0","0","3","1"
321.73,85.01,125,1998,14003.58,4.425,1195,"0","0","1","0","0","1","5+","passenger cars","0","1","5","0"
240.98,465.45,70,1248,16150,3.574,1060,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
285.58,4062,80,1388,14520,3.916,1066,"0","1","1","0","1","1","1","passenger cars","0","1","5","0"
402.13,91.48,58,1527,10719,3.72,890,"1","0","2","0","1","1","5+","passenger cars","1","1","3","1"
320.31,179.64,90,1952,15668.39,4.63,1560,"1","0","2","0","0","1","2 - 4","vans","0","1","5","0"
310.61,933.95,136,2499,25238,4.896,1670,"0","0","5","0","1","4+","5+","passenger cars","0","0","4","1"
665.69,17212.78,105,1896,21545,4.204,1251,"0","0","1","0","0","1","2 - 4","passenger cars","0","1","5","1"
221.31,94.5,55,1997,19379,4.188,1200,"0","0","5","0","0","3","2 - 4","passenger cars","0","1","5","0"
319.71,792.89,120,1910,24720,4.467,1553,"0","1","2","0","1","1","1","passenger cars","0","0","5","1"
409.34,150.25,115,1753,23010,4.333,1437,"1","1","1","0","1","1","1","passenger cars","0","1","5","1"
265.75,211.38,64,1896,11160.51,3.815,1095,"0","0","2","0","0","1","2 - 4","passenger cars","0","1","5","1"
142.12,51.95,120,1870,24810,4.493,1530,"0","0","2","0","0","1","5+","passenger cars","0","0","5","1"
300.34,92.24,226,2967,34190,4.731,1410,"0","0","2","0","0","1","5+","passenger cars","0","0","4","0"
438.22,227.27,226,1560,20570,4.211,1261,"0","0","2","0","0","1","5+","passenger cars","0","0","4","0"
276.87,217.36,80,1461,14100,3.812,980,"0","1","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
218.31,511.62,70,1422,15855,3.916,1089,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
265.85,2954.57,75,1390,12046,3.953,1057,"1","0","1","0","1","2","2 - 4","passenger cars","0","0","5","0"
538.69,141.97,150,1896,24800,4.149,1188,"1","0","1","1","1","1","2 - 4","passenger cars","0","0","3","1"
231.77,70,125,1796,22230,4.267,1195,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","2","0"
395.59,141,110,1461,25010,4.359,1205,"0","1","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
298.81,76.71,100,1905,12230.6,4.11,1155,"0","0","1","0","1","1","5+","vans","0","0","4","1"
180.03,68.83,75,1199,11010,3.817,960,"0","0","4","0","0","1","2 - 4","passenger cars","0","0","5","0"
227.54,175.62,114,1599,13889.39,4.34,1137,"0","1","1","1","1","2","2 - 4","passenger cars","0","0","3","0"
438.54,150.25,102,1598,14093.73,4.436,1075,"0","0","1","0","1","1","1","passenger cars","0","0","2","0"
213.73,44.35,94,1399,12500,4.295,1170,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
368.33,150.25,110,1560,20340,4.276,1247,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
707.71,3031.19,115,999,24560,4.363,1280,"1","0","1","0","0","2","2 - 4","passenger cars","0","0","5","0"
325.43,196.87,70,1596,21700,4.36,1235,"0","0","3","1","0","1","5+","passenger cars","0","0","3","1"
273.61,103.09,136,1124,8489.49,3.99,890,"0","0","2","0","0","3","2 - 4","vans","0","0","4","1"
239.02,150.25,70,1398,12880,3.822,1049,"0","1","2","0","0","1","1","passenger cars","0","0","5","1"
357.25,882,70,999,7900,3.495,830,"0","1","2","0","1","1","1","passenger cars","0","1","5","1"
202.83,561.35,90,1560,19850,4.288,1180,"0","1","5","0","0","1","2 - 4","passenger cars","0","0","3","1"
363.8,147.29,105,1896,19889,4.315,1290,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
269.17,208.33,150,1995,30400,4.496,1630,"0","0","3","0","0","3","5+","passenger cars","0","0","5","1"
341.78,51.95,86,1498,11500,4.074,1011,"0","0","2","0","1","2","2 - 4","passenger cars","0","0","3","0"
696.36,85.01,150,1395,31750,4.363,1359,"1","1","2","0","1","1","1","passenger cars","0","0","5","0"
99.76,354.74,75,1598,12110.39,4.163,1051,"0","0","2","0","0","1","5+","passenger cars","0","0","4","0"
209.58,80.53,90,1560,18090,4.342,1357,"0","0","2","0","1","1","5+","passenger cars","0","0","5","1"
370.31,1964,90,1896,15345,4.163,1159,"0","1","2","0","1","1","1","passenger cars","0","0","4","1"
274.86,176.15,60,1998,20820,4.834,1796,"0","0","2","0","0","2","2 - 4","vans","0","0","5","0"
238.5,106.19,105,1461,22400,4.5,1260,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
579.4,741,150,1968,39218.77,4.486,1568,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
502.63,428.53,120,998,22940,4.165,1233,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
312.06,76.71,115,1910,18510,4.182,1265,"0","1","1","0","1","1","5+","passenger cars","0","0","3","1"
237.41,345.41,136,1997,21665,4.342,1392,"0","0","2","0","1","4+","5+","passenger cars","0","0","3","1"
317.08,723.11,75,1248,15340,3.999,1150,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","3","1"
433.72,99.28,75,1248,15840,3.999,1180,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
995.19,5425.55,130,1968,27459.99,4.282,1370,"0","0","1","0","1","2","5+","passenger cars","0","0","5","1"
426.68,238.32,82,1242,15225,3.969,980,"0","0","1","0","0","1","1","passenger cars","0","0","5","0"
180.65,882,90,1997,18340,4.202,1243,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","5","1"
271.4,56.85,90,1598,16930.5,4.034,1095,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
484.29,684.36,75,1587,11689.69,3.735,920,"0","0","1","0","0","2","5+","passenger cars","0","0","3","0"
766.64,1764,110,1461,23190,4.359,1205,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
604.76,115.29,75,1974,13450.65,4.12,1225,"0","1","1","1","1","2","2 - 4","passenger cars","0","0","5","1"
388.63,882,65,1461,11591.72,3.71,975,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","3","1"
283.2,253.76,120,1910,24720,4.467,1553,"0","0","4","0","0","2","5+","passenger cars","0","1","5","1"
260.62,399.08,70,1398,14420,3.85,1022,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
191.85,119.91,25,767,570.96,3.322,600,"0","1","1","0","0","1","1","passenger cars","0","0","2","0"
86.75,620.96,85,1461,24400,4.33,1418,"0","0","4","0","0","3","5+","passenger cars","0","1","6","1"
273.49,494.67,130,1984,27330,4.547,1310,"0","0","1","0","0","2","5+","passenger cars","0","0","4","0"
207.55,315.17,60,1390,10559.78,3.743,985,"1","1","2","0","0","1","1","passenger cars","0","1","5","0"
400.25,933.78,140,1991,24285,4.35,1687,"0","1","1","0","1","1","5+","passenger cars","0","1","5","1"
191.65,136.42,75,1868,13858.14,4.03,1175,"0","0","2","0","0","2","2 - 4","passenger cars","0","0","3","0"
401.22,1655.6,80,1198,16425,4.1,1040,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","0"
750.31,882,175,1995,35000,4.52,1580,"0","0","2","1","0","1","5+","passenger cars","0","0","5","1"
375.69,154.43,95,1390,9824.51,3.815,1020,"0","0","3","0","1","1","5+","passenger cars","0","1","2","0"
572.41,1239.65,88,1896,12706,3.953,1125,"0","0","3","0","1","2","5+","passenger cars","1","1","4","1"
224.94,51.95,90,1360,11910,3.835,950,"0","0","3","1","1","4+","5+","passenger cars","0","1","5","1"
251.45,119.06,90,1997,18943,4.276,1300,"0","0","2","0","0","2","2 - 4","passenger cars","1","0","5","1"
266.36,108.9,150,2494,30272.98,4.433,1375,"0","0","4","0","0","1","2 - 4","passenger cars","0","1","2","0"
265.85,77.98,115,1796,26100,4.471,1385,"0","1","1","0","0","1","1","passenger cars","0","0","4","0"
256.32,150.25,105,1896,23085,4.204,1301,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
282.47,198.56,82,2148,22886.8,4.889,1825,"1","0","5","0","1","3","5+","vans","0","0","5","1"
474.55,480.45,90,2198,36950,5.362,1969,"0","0","6+","1","0","1","5+","vans","0","0","5","1"
360.11,903.78,150,2500,18229.59,4.76,1710,"0","0","3","0","1","2","5+","vans","1","1","4","0"
336.3,2834.98,90,1975,18757.59,4.52,1280,"1","0","1","0","1","3","5+","passenger cars","1","0","4","1"
350.31,882,70,1398,15785,3.85,947,"1","0","1","0","1","1","5+","passenger cars","0","0","5","1"
336.63,701.82,250,3996,69000,4.638,2260,"0","1","1","0","1","1","1","passenger cars","1","1","5","1"
249.05,178.36,177,2685,49888.96,4.85,1755,"0","0","2","0","0","3","5+","passenger cars","0","0","5","1"
419.83,80.15,85,1405,8883.04,3.66,965,"1","1","1","0","0","1","1","passenger cars","0","1","5","0"
253.52,80.58,90,2148,32800,4.343,1430,"0","0","3","0","0","1","5+","passenger cars","1","0","5","1"
223.18,51.95,90,1461,20217.34,4.213,1388,"0","0","4","1","0","1","5+","passenger cars","0","0","5","1"
288.77,128.54,143,1796,30455.08,4.343,1390,"1","1","1","0","0","1","2 - 4","passenger cars","0","0","3","0"
587.12,99.32,75,1896,21700,4.149,1232,"0","0","2","0","0","1","5+","passenger cars","0","1","3","0"
367.07,550.95,130,1199,22400,4.253,1165,"0","0","2","0","0","1","1","passenger cars","0","1","5","0"
100.15,87.84,15,125,3099,3.48,188,"1","1","1","0","0","1","1","motorbikes","0","0","0","0"
239.53,84.33,130,1870,22595,4.209,1270,"0","1","1","0","0","1","1","passenger cars","0","1","5","1"
228.92,165.63,60,1769,8372.1,3.705,880,"1","1","1","0","1","2","2 - 4","passenger cars","0","1","5","1"
385.99,882,90,1560,22150,4.276,1290,"1","0","1","0","0","1","1","passenger cars","0","1","5","1"
573.69,296.74,90,1995,25720.3,4.782,1821,"0","0","2","0","0","1","5+","vans","0","0","5","1"
229.29,224.43,100,1560,24489.99,4.38,1374,"0","0","1","0","0","1","5+","vans","0","0","5","1"
356.31,507.77,130,1587,17820,4.26,1200,"0","0","3","0","0","2","2 - 4","passenger cars","0","1","5","1"
323.31,66,90,1870,24810,4.493,1530,"0","0","2","0","1","1","1","passenger cars","0","0","5","1"
524,221.22,70,999,13550,3.999,1052,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","0"
419.03,882,90,2663,17520.75,6.169,1475,"1","1","3","0","0","3","2 - 4","vans","0","0","2","1"
330.23,968.25,90,1997,17280,4.137,1311,"1","1","3","0","0","3","2 - 4","vans","0","0","2","1"
256.85,51.95,105,1297,10313.37,3.648,910,"0","0","2","0","1","1","5+","passenger cars","0","1","5","1"
347.6,68.45,140,1686,16051,4.322,1203,"1","0","2","0","1","1","5+","vans","0","0","5","1"
101.45,155.85,0,124,1899,3.695,120,"0","0","4","0","0","4+","5+","motorbikes","0","0","0","0"
246.4,140.43,63,1952,15385.91,4.61,1600,"0","1","1","0","0","1","1","vans","0","0","6","1"
391.72,54.02,110,1997,23785,4.618,1385,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
487.62,71.22,110,1461,19966.21,3.937,1295,"0","0","3","0","1","1","5+","vans","0","0","2","1"
257.25,97.74,71,1905,13847.32,4.11,1155,"0","1","1","0","0","1","1","vans","0","0","3","1"
325.21,7846.23,110,1896,21850,4.149,1129,"0","0","1","0","0","2","5+","passenger cars","0","0","5","1"
212.28,135.87,90,1364,13200,3.75,980,"0","0","3","0","0","1","5+","passenger cars","0","0","5","1"
333.94,80.2,80,1588,4417.44,4.57,1380,"0","0","3","0","0","1","5+","vans","0","0","5","1"
223.49,2311.04,68,1399,16390,4.018,1162,"0","1","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
421.24,200.56,110,998,11630,3.595,860,"0","1","2","0","0","1","1","passenger cars","0","1","4","1"
203.67,123.65,60,1390,9420.24,3.815,995,"0","1","2","0","0","2","2 - 4","passenger cars","0","1","3","0"
356.85,234.69,90,898,20300,4.122,1101,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
605.62,444.51,122,2148,28990,4.343,1415,"0","0","1","0","1","2","5+","passenger cars","0","0","3","1"
263.19,239.68,143,1598,17085,4.42,1245,"0","0","4","1","0","1","5+","passenger cars","0","0","3","0"
630.87,150.25,125,1968,61557.1,4.892,2364,"0","0","2","0","0","1","5+","passenger cars","0","0","3","1"
390.67,135.87,124,1998,24800,4.46,1465,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
269.18,83.4,65,1461,15410,4.035,1085,"0","0","3","1","0","2","5+","vans","0","0","5","1"
307.93,410.1,65,1461,20755,4.597,1343,"0","0","3","0","0","1","5+","vans","0","0","5","1"
131.74,787.1,6,49,1535,3.87,78,"0","0","2","1","0","1","2 - 4","motorbikes","1","0","0","0"
236.92,882,75,1360,12110,3.85,1005,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","5","0"
525.71,73.97,90,898,15975.61,3.495,975,"0","0","1","0","1","1","2 - 4","passenger cars","1","0","5","0"
589.03,1778.04,185,2902,34510,4.81,2093,"0","0","2","0","1","3","5+","passenger cars","0","0","5","1"
318.97,171.81,163,2497,39600,4.775,1595,"0","0","3","1","1","3","5+","passenger cars","0","0","4","1"
422.89,1558.24,86,1461,14500,3.734,1061,"0","0","1","0","0","1","2 - 4","passenger cars","0","1","5","1"
99.92,162.79,105,1527,12025,3.718,905,"0","0","3","0","0","2","5+","passenger cars","0","0","5","0"
350.86,49.95,61,1969,25849.99,4.369,1423,"0","0","2","1","0","1","5+","passenger cars","0","0","5","0"
460.78,137.56,174,1995,30000,4.52,1360,"0","0","1","0","0","1","5+","passenger cars","0","1","5","1"
289.95,71.22,150,1995,31200,4.471,1415,"0","1","1","0","0","1","5+","passenger cars","0","0","4","1"
397.69,554.2,110,1997,24720,4.274,1306,"0","0","4","1","0","3","5+","passenger cars","0","1","5","1"
229.32,4123.78,197,2295,34650,4.343,1500,"0","0","2","1","0","1","2 - 4","passenger cars","0","0","3","0"
231.33,882,80,1598,15540,4.288,1205,"0","0","3","0","0","2","5+","passenger cars","0","0","5","1"
326.29,189.71,110,1896,23439.47,4.152,1255,"1","1","1","0","1","1","1","passenger cars","0","0","3","1"
297.06,169.28,60,1242,9676.29,3.77,940,"1","1","2","0","1","2","2 - 4","passenger cars","1","0","3","0"
189.62,672.44,114,1896,20750,4.184,1301,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","4","0"
258.69,1430.46,70,1248,14800,3.839,1060,"1","1","1","0","0","1","1","passenger cars","1","0","5","1"
429,726.53,110,2953,19436.59,4.451,1535,"0","0","2","1","0","2","5+","vans","1","0","2","1"
167.1,389.34,75,1753,19100,4.297,1521,"0","0","2","0","0","1","5+","vans","1","0","5","1"
456.94,223.13,100,1998,21180,4.834,1737,"0","1","1","0","0","1","1","vans","0","0","5","1"
208.72,56.85,140,1968,30310,4.765,1454,"0","0","2","0","0","1","5+","passenger cars","1","0","4","1"
442.04,137.4,110,1968,28090,4.433,1543,"0","0","1","0","0","1","5+","passenger cars","1","0","5","1"
279.26,56.18,100,1870,22810,4.782,1678,"1","0","1","0","0","1","5+","vans","1","0","5","1"
305.08,51.95,130,1910,19295,4.03,1205,"0","1","2","0","1","1","1","passenger cars","0","0","5","1"
260.4,447.64,75,1499,17800,3.969,1043,"0","0","1","0","0","1","5+","passenger cars","1","0","5","1"
290.26,91.48,140,1968,22600,4.315,1315,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
312.37,882,109,2461,25674.28,5.585,1877,"1","1","1","0","0","1","1","vans","0","0","5","1"
528.21,882,130,2287,34810.01,6.363,2060,"0","1","1","0","0","1","2 - 4","vans","1","0","5","1"
512.75,124.34,105,1896,19889,4.315,1290,"0","0","1","0","1","3","5+","passenger cars","1","0","5","1"
615.19,2717.5,95,1368,16980,3.778,995,"0","0","1","0","0","1","5+","passenger cars","1","0","3","0"
220.83,215.15,60,1124,11075,3.718,825,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","5","0"
396.01,433.53,90,2198,31215,5.23,1847,"0","0","4","1","1","2","5+","vans","0","0","3","1"
332.48,1032.25,90,2799,24063.94,5.584,2223,"0","0","4","1","1","3","5+","vans","0","0","3","1"
295.86,95.1,110,1997,26800,4.676,1580,"0","0","2","1","0","1","5+","passenger cars","1","0","4","1"
346.36,56.85,65,2685,45150,4.638,1570,"0","0","2","1","0","1","1","passenger cars","1","0","5","1"
145.8,73.97,15,125,3099,3.68,188,"0","0","2","0","0","1","5+","motorbikes","1","0","0","0"
221.55,882,115,1896,21850,4.149,1129,"0","0","3","1","0","1","2 - 4","passenger cars","0","0","5","1"
277.74,91.48,114,1560,26236.01,4.38,1401,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
260.73,257.95,70,1398,16270,3.85,1022,"0","1","1","0","0","3","2 - 4","passenger cars","0","0","5","1"
429.52,56.85,143,2148,29990,4.343,1430,"0","1","2","0","1","1","2 - 4","passenger cars","1","0","3","1"
226.37,49.95,75,1686,16051,4.322,1203,"0","0","1","0","0","1","5+","vans","0","0","5","1"
330.79,108.07,170,2686,40858.4,4.526,1525,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","4","1"
255.44,93.61,60,1868,12160,3.995,945,"0","0","1","0","0","1","5+","vans","0","0","3","1"
389.54,54.89,224,3199,51523.11,4.818,1580,"1","1","1","0","0","1","1","passenger cars","0","0","4","0"
620.21,6045.02,105,1995,36100,4.531,1430,"0","0","3","0","0","1","2 - 4","passenger cars","0","0","5","1"
345.52,51.95,90,1753,15109.44,4.63,1413,"1","1","1","0","1","1","1","passenger cars","0","1","5","1"
